,name,age,height,short-age
676,Catherine Keener,66,5ft 7,False
677,David Keith,71,5ft 11,False
678,Ben Kingsley,82,5ft 7,False
679,Greg Kinnear,62,5ft 9,False
680,Wayne Knight,70,5ft 6,False
681,Anthony LaPaglia,66,5ft 10,False
682,Cheryl Ladd,74,5ft 3,False
683,Christine Lahti,75,5ft 10,False
684,Ricki Lake,57,5ft 3,False
685,Lorenzo Lamas,67,6ft 1,False
686,Nathan Lane,69,5ft 5,False
687,Jessica Lange,76,5ft 7,False
688,Frank Langella,87,6ft 3,False
689,Queen Latifah,55,5ft 9,False
690,Martin Lawrence,60,5ft 7,False
691,Kelly LeBrock,65,5ft 8,False
692,Denis Leary,68,6ft 1,False
693,Virginie Ledoyen,49,5ft 4,False
694,Jason Scott Lee,59,5ft 9,True
695,Kay Lenz,72,5ft 2,False
696,Jared Leto,54,5ft 9,False
697,David Letterman,78,6ft 1,False
698,Charlotte Lewis,58,5ft 6,False
699,Jet Li,62,5ft 5,False
700,Laura Linney,61,5ft 6,False
701,John Lithgow,80,6ft 4,False
702,Robyn Lively,53,5ft 7,False
703,June Lockhart,100,5ft 4,False
704,Shelley Long,76,5ft 6,False
705,Tina Louise,91,5ft 8,False
706,Courtney Love,61,5ft 8,False
707,Jon Lovitz,68,5ft 9,False
708,Kyle MacLachlan,66,5ft 11,False
709,Peter MacNicol,71,5ft 6,False
710,Ralph Macchio,64,5ft 8,False
711,Amy Madigan,75,5ft 5,False
712,Tobey Maguire,50,5ft 7,False
713,Tina Majorino,40,5ft 3,False
714,Marilyn Manson,56,6ft,False
715,Joe Mantegna,78,5ft 11,False
716,Jane March,52,5ft 2,True
717,Cheech Marin,79,5ft 6,False
718,Mary Elizabeth Mastrantonio,67,5ft 5,False
719,Tim Matheson,78,6ft 2,False
720,Joseph Mazzello,42,5ft 7,False
721,Catherine McCormack,53,5ft 7,False
722,Dylan McDermott,64,5ft 11,False
723,Ian McDiarmid,81,5ft 9,False
724,Mary McDonnell,73,5ft 6,False
725,Natascha McElhone,56,5ft 8,False
726,Paul McGann,66,5ft 8,False
727,Elizabeth McGovern,64,5ft 9,False
728,Nancy McKeon,59,5ft 5,False
729,Kristy McNichol,63,5ft 2,False
730,Dale Midkiff,66,6ft 1,False
731,Jonny Lee Miller,53,5ft 9,False
732,Hayley Mills,79,5ft 3,False
733,Rachel Miner,45,5ft 2,False
734,Kylie Minogue,57,5ft 0,False
735,Jay Mohr,55,5ft 9,False
736,Gretchen Mol,53,5ft 6,False
737,Rick Moranis,72,5ft 5,False
738,Rita Moreno,94,5ft 2,False
739,Cathy Moriarty,65,5ft 8,False
740,Alanis Morissette,51,5ft 4,False
741,Rob Morrow,63,5ft 8,False
742,David Morse,72,6ft 4,False
743,Viggo Mortensen,67,5ft 10,False
744,Kathy Najimy,68,5ft 5,False
745,Bebe Neuwirth,67,5ft 4,False
746,Connie Nielsen,60,5ft 10,False
747,Chuck Norris,85,5ft 8,False
748,Edward Norton,56,6ft 0,False
749,Catherine O'Hara,71,5ft 4,False
750,Tatum O'Neal,62,5ft 7,False
751,Annette O'Toole,73,5ft 3,False
752,Edward James Olmos,78,5ft 9,False
753,Ashley Olsen,39,4ft 11,False
754,Susan Olsen,64,5ft 2,False
755,Joanna Pacula,68,5ft 6,False
756,Michael Palin,82,5ft 10,False
757,Chazz Palminteri,73,6ft 2,False
758,Joe Pantoliano,74,5ft 9,False
759,Anna Paquin,43,5ft 4,False
760,Mandy Patinkin,73,5ft 11,False
761,Robert Patrick,67,5ft 11,False
762,Will Patton,71,5ft 9,False
763,Adrian Paul,66,6ft 0,False
764,Guy Pearce,58,5ft 10,False
765,Nia Peeples,64,5ft 2,False
766,Amanda Peet,53,5ft 6,False
767,Sydney Penny,54,5ft 5,False
768,Barry Pepper,55,5ft 9,False
769,Rosie Perez,61,5ft 1,False
770,Elizabeth Perkins,65,5ft 8,False
771,Bernadette Peters,77,5ft 2,False
772,Lori Petty,62,5ft 6,False
773,Mekhi Phifer,51,5ft 9,False
774,Lou Diamond Phillips,63,5ft 11,False
775,Joaquin Phoenix,51,5ft 8,False
776,Bronson Pinchot,66,5ft 9,False
777,Maria Pitillo,59,5ft 3,False
778,Oliver Platt,65,6ft 3,False
779,Amanda Plummer,68,5ft 4,False
780,Kevin Pollak,68,5ft 5,False
781,Sarah Polley,46,5ft 2,False
782,Teri Polo,56,5ft 6,True
783,Annie Potts,73,5ft 3,False
784,CCH Pounder,73,5ft 6,False
785,Priscilla Presley,80,5ft 3,False
786,Vincent Perez,61,5ft 11,False
787,Ted Raimi,60,5ft 11,False
788,Charlotte Rampling,79,5ft 6,False
789,Michael Rapaport,55,6ft 2,False
790,John Ratzenberger,78,5ft 9,False
791,Stephen Rea,79,5ft 10,False
792,Rob Reiner,78,6ft 1,False
793,Paul Reiser,69,5ft 9,False
794,James Remar,72,5ft 10,False
795,Jonathan Rhys Meyers,48,5ft 9,False
796,Kim Richards,61,5ft 1,False
797,Miranda Richardson,67,5ft 4,False
798,Chris Rock,60,5ft 10,False
799,Mark Rolston,69,5ft 11,False
800,Katharine Ross,85,5ft 3,False
801,Rick Rossovich,68,6ft 2,False
802,Cynthia Rothrock,68,5ft 3,False
803,Alan Ruck,69,5ft 11,False
804,Mercedes Ruehl,77,5ft 10,False
805,Geoffrey Rush,74,5ft 11,False
806,Eva Marie Saint,101,5ft 4,False
807,Meredith Salenger,55,5ft 3,False
808,Chris Sarandon,83,6ft 0,False
809,Devon Sawa,47,5ft 10,False
810,Rob Schneider,62,5ft 3,False
811,Til Schweiger,62,5ft 9,False
812,David Schwimmer,59,6ft 1,False
813,Annabella Sciorra,65,5ft 2,False
814,Izabella Scorupco,55,5ft 7,False
815,Campbell Scott,64,5ft 11,False
816,Kyle Secor,68,6ft 4,False
817,Kyra Sedgwick,60,5ft 5,False
818,Ivan Sergei,54,6ft 3,False
819,Rufus Sewell,58,6ft 0,False
820,Tony Shalhoub,72,5ft 9,False
821,Wallace Shawn,82,5ft 2,False
822,Craig Sheffer,65,5ft 11,False
823,Cybill Shepherd,75,5ft 8,False
824,Armin Shimerman,76,5ft 5,False
825,Talia Shire,79,5ft 3,False
826,Pauly Shore,57,5ft 7,True
827,Martin Short,75,5ft 6,False
828,Jonathan Silverman,59,6ft 0,False
829,Marc Singer,77,6ft 2,False
830,Ione Skye,55,5ft 5,True
831,Charles Martin Smith,72,5ft 4,False
832,Kurtwood Smith,82,6ft 1,False
833,Jimmy Smits,70,6ft 3,False
834,P.J. Soles,75,5ft 5,False
835,Kevin Sorbo,67,6ft 3,False
836,Timothy Spall,68,5ft 7,False
837,Tori Spelling,52,5ft 5,False
838,Jill St. John,85,5ft 6,False
839,Nick Stahl,46,5ft 10,False
840,John Stamos,62,5ft 10,False
841,Imelda Staunton,69,5ft 0,False
842,Howard Stern,71,6ft 5,False
843,Fisher Stevens,62,5ft 6,False
844,Patrick Stewart,85,5ft 9,False
845,Ben Stiller,60,5ft 6,False
846,Sting,74,5ft 11,False
847,Peter Stormare,72,6ft 2,False
848,Sally Struthers,78,5ft,False
849,Kristy Swanson,56,5ft 5,False
850,George Takei,88,5ft 6,False
851,Jeffrey Tambor,81,6ft,False
852,Heather Thomas,68,5ft 6,False
853,Henry Thomas,54,5ft 10,False
854,Jonathan Taylor Thomas,44,5ft 5,False
855,Richard Thomas,74,5ft 8,False
856,Rachel Ticotin,67,5ft 7,False
857,Kevin Tighe,81,6ft,False
858,Nancy Travis,64,5ft 4,False
859,Danny Trejo,81,5ft 5,False
860,Stanley Tucci,65,5ft 8,False
861,John Turturro,68,6ft,False
862,Dick Van Dyke,100,6ft,False
863,Reginald VelJohnson,73,5ft 9,False
864,Jesse Ventura,74,6ft 3,False
865,Robert Wagner,95,5ft 11,False
866,Tom Waits,76,5ft 11,False
867,Ally Walker,64,5ft 9,False
868,Melora Walters,65,5ft 1,False
869,Rachel Ward,68,5ft 8,False
870,Sophie Ward,61,5ft 8,False
871,Sam Waterston,85,6ft 1,False
872,Emily Watson,58,5ft 8,True
873,Damon Wayans,65,6ft 1,False
874,Steven Weber,64,6ft 0,False
875,Rachel Weisz,55,5ft 6,False
876,Tuesday Weld,82,5ft 3,False
877,Forest Whitaker,64,6ft 2,False
878,Dianne Wiest,79,5ft 4,False
879,Kathleen Wilhoite,61,5ft 5,False
880,Billy Dee Williams,88,5ft 11,False
881,JoBeth Williams,77,5ft 6,False
882,Vanessa Williams,62,5ft 6,False
883,Rita Wilson,69,5ft 7,False
884,Oprah Winfrey,71,5ft 6,False
885,Henry Winkler,80,5ft 6,False
886,Mare Winningham,66,5ft 5,False
887,Alicia Witt,50,5ft 8,False
888,Amy Yasbeck,63,5ft 6,False
889,Bolo Yeung,79,5ft 6,False
890,Michael York,83,5ft 10,False
891,Steve Zahn,58,5ft 7,False
892,Anthony Zerbe,89,5ft 10,False
893,Anthony Higgins,78,5ft 11,False
894,Bryan Adams,66,5ft 8,False
895,Adam Ant,71,5ft 8,False
896,Kabir Bedi,79,6ft 3,False
897,Maurice Benard,62,5ft 9,False
898,Marisa Berenson,78,5ft 8,False
899,Rubén Blades,77,5ft 9,False
900,Claire Bloom,94,5ft 3,False
901,Ann Blyth,98,5ft 2,False
902,Jesse Borrego,63,5ft 7,False
903,Klaus Maria Brandauer,82,5ft 8,False
904,Ewen Bremner,53,5ft 8,False
905,Christie Brinkley,71,5ft 9,False
906,Blair Brown,79,5ft 2,False
907,Emma Bunton,49,5ft 1,False
908,Naomi Campbell,55,5ft 9,False
909,Leslie Caron,94,5ft 2,False
910,Elpidia Carrillo,64,5ft 5,False
911,Vincent Cassel,59,6ft 1,False
912,David Chokachi,57,5ft 10,False
913,Sarita Choudhury,59,5ft 5,False
914,Thomas Haden Church,65,5ft 11,False
915,Eric Clapton,80,5ft 9,False
916,Phil Collins,74,5ft 6,False
917,Tom Conti,84,5ft 10,False
918,Mary Crosby,66,5ft 5,False
919,Sheryl Crow,63,5ft 2,False
920,Maria Grazia Cucinotta,57,5ft 9,False
921,Roger Daltrey,81,5ft 5,False
922,Tyne Daly,79,5ft 6,False
923,Sheena Easton,66,5ft,False
924,Christine Ebersole,72,5ft 9,False
925,Samantha Eggar,86,5ft 5,False
926,Lisa Eichhorn,73,5ft 5,False
927,Kathryn Erbe,60,5ft 3,False
928,Giancarlo Esposito,67,5ft 7,False
929,Gloria Estefan,68,5ft 1,False
930,Will Ferrell,58,6ft 3,False
931,Lou Ferrigno,74,6ft 4,False
932,Jason Flemyng,59,6ft 0,False
933,Dexter Fletcher,59,5ft 6,False
934,Edward Fox,88,5ft 7,False
935,Carl Franklin,76,5ft 10,False
936,Brenda Fricker,80,5ft 5,False
937,Zach Galligan,61,5ft 10,False
938,Judy Geeson,77,5ft 3,False
939,Bob Geldof,74,6ft 1,False
940,Robin Givens,61,5ft 3,False
941,Sharon Gless,82,5ft 5,False
942,Julian Glover,90,6ft 2,False
943,Faye Grant,68,5ft 2,False
944,Arsenio Hall,69,5ft 10,False
945,Harry Hamlin,74,5ft 11,False
946,Melora Hardin,58,5ft 6,False
947,Dorian Harewood,75,5ft 10,False
948,Mariska Hargitay,61,5ft 7,False
949,Gregory Harrison,75,5ft 10,False
950,Kathryn Harrold,75,5ft 7,False
951,Pamela Hensley,75,5ft 7,False
952,Judd Hirsch,90,5ft 11,False
953,Sandrine Holt,53,5ft 10,False
954,Billy Idol,70,5ft 9,False
955,Tori Amos,62,5ft 2,False
956,Tzi Ma,73,5ft 4,False
957,Stephen Lang,73,5ft 10,False
958,John Williams,93,6ft 1,False
959,Dante Basco,50,5ft 5,False
960,Shannon Elizabeth,52,5ft 8,False
961,Emmy Rossum,39,5ft 6,False
962,Mena Suvari,46,5ft 3,False
963,David Price,64,6ft 8,False
964,Daniel McVicar,67,6ft 4,False
965,Muse Watson,77,6ft,False
966,Kristina Anapau,46,5ft 3,False
967,Barry Gibb,79,5ft 11,False
968,Julio Iglesias,82,6ft 0,False
969,Michael Jordan,62,6ft 4,False
970,Christine Lakin,46,5ft 1,False
971,Alan Bennett,91,6ft 0,False
972,Roger Taylor,76,5ft 9,False
973,Kevin Smith,55,5ft 8,False
974,Charlie Condou,52,5ft 8,False
975,Alessandra Torresani,38,5ft 3,False
976,Nick Brimble,81,6ft 4,False
977,Blake Bashoff,44,5ft 8,False
978,Brian Cox,79,5ft 7,False
979,Aure Atika,55,5ft 8,False
980,Bo Svenson,84,6ft 5,False
981,Anne Hathaway,43,5ft 7,False
982,Cristine Rose,74,5ft 4,False
983,Nadia Bjorlin,45,5ft 7,False
984,Hrithik Roshan,51,5ft 10,False
985,Roger Ashton-Griffiths,68,5ft 8,False
986,Fred Williamson,87,6ft 2,False
987,Robert David Hall,78,5ft 8,False
988,Franka Potente,51,5ft 8,False
989,Adam Scott,52,5ft 9,False
990,Dharmendra,90,5ft 10,False
991,Kunal Kapoor,66,6ft 2,False
992,Clare Kramer,51,5ft 4,False
993,Jason Alexander,66,5ft 4,False
994,David Copperfield,69,5ft 11,False
995,Vanessa Williams,62,5ft 6,False
996,Kareena Kapoor,45,5ft 5,False
997,Carroll Baker,94,5ft 5,False
998,Mark Addy,61,5ft 10,False
999,Christina Aguilera,45,5ft 1,False
1000,Jessica Alba,44,5ft 6,False
1001,Tatyana Ali,46,5ft 4,False
1002,Marcus Allen,65,6ft 1,False
1003,Summer Altice,46,5ft 10,False
1004,Naveen Andrews,56,5ft 7,False
1005,Marc Anthony,57,5ft 6,False
1006,Fiona Apple,48,5ft 2,False
1007,Will Arnett,55,6ft 2,False
1008,Jennifer Aspen,52,5ft 4,False
1009,Tyra Banks,52,5ft 10,False
1010,Christine Baranski,73,5ft 8,False
1011,Charles Barkley,62,6ft 4,False
1012,Lance Bass,46,5ft 9,False
1013,Michael Beach,62,5ft 7,False
1014,Garcelle Beauvais,59,5ft 8,False
1015,Boris Becker,58,6ft 2,False
1016,Tyson Beckford,55,6ft 0,False
1017,James Van Der Beek,48,5ft 11,False
1018,Jason Behr,52,5ft 10,False
1019,Shari Belafonte,71,5ft 3,False
1020,Catherine Bell,57,5ft 9,False
1021,Bill Bellamy,60,6ft 1,False
1022,Camilla Belle,39,5ft 7,False
1023,Maria Bello,58,5ft 5,False
1024,Gil Bellows,58,5ft 10,False
1025,Wes Bentley,47,5ft 10,False
1026,Julie Benz,53,5ft 3,True
1027,Emily Bergl,50,5ft 5,False
1028,Crystal Bernard,64,5ft 3,False
1029,Leslie Bibb,52,5ft 8,False
1030,Jessica Biel,43,5ft 6,False
1031,Jason Biggs,47,5ft 9,False
1032,Clint Black,63,5ft 8,False
1033,Selma Blair,53,5ft 2,False
1034,Mary J. Blige,54,5ft 5,False
1035,Andrea Bocelli,67,6ft 1,False
1036,Pat Boone,91,5ft 9,False
1037,David Boreanaz,56,6ft,False
1038,Da Brat,51,5ft 5,False
1039,Toni Braxton,59,5ft 1,False
1040,Angelica Bridges,55,5ft 8,False
1041,Adrien Brody,52,6ft 0,False
1042,Garth Brooks,63,6ft 0,False
1043,Delta Burke,69,5ft 5,False
1044,Brooke Burns,47,5ft 8,False
1045,Saffron Burrows,53,5ft 11,False
1046,Scott Caan,49,5ft 5,False
1047,Bruno Campos,52,6ft 1,False
1048,Jessica Capshaw,49,5ft 5,False
1049,Nestor Carbonell,58,5ft 9,False
1050,Linda Cardellini,50,5ft 3,False
1051,Drew Carey,67,5ft 10,False
1052,Lisa Nicole Carson,56,5ft 4,False
1053,Lynda Carter,74,5ft 9,False
1054,Nancy Cartwright,68,5ft,False
1055,Jessica Cauffiel,49,5ft 3,False
1056,Morris Chestnut,56,5ft 10,False
1057,Michael Chiklis,62,5ft 7,False
1058,Emmanuelle Chriqui,50,5ft 3,False
1059,Helena Christensen,57,5ft 9,False
1060,Eddie Cibrian,52,6ft 1,False
1061,Spencer Treat Clark,38,5ft 11,False
1062,Stephen Collins,78,6ft,False
1063,Alice Cooper,77,5ft 9,False
1064,Stewart Copeland,73,6ft 2,False
1065,Billy Corgan,58,6ft 3,False
1066,Elvis Costello,71,5ft 9,False
1067,Marisa Coughlan,51,5ft 4,False
1068,Cathy Lee Crosby,81,5ft 7,False
1069,Alexis Cruz,51,5ft 5,False
1070,Jane Curtin,78,5ft 4,False
1071,Carson Daly,52,6ft 1,False
1072,Tim Daly,69,6ft,False
1073,Patrika Darbo,77,5ft 2,False
1074,Kristin Davis,60,5ft 4,False
1075,Taylor Dayne,63,5ft 1,False
1076,James DeBello,45,5ft 10,False
1077,Majandra Delfino,44,5ft 4,False
1078,Paula Devicq,60,5ft 8,False
1079,Neil Diamond,84,6ft 0,False
1080,Andy Dick,60,5ft 10,False
1081,Vin Diesel,58,5ft 11,False
1082,Taye Diggs,54,5ft 8,False
1083,Snoop Dogg,54,6ft 3,False
1084,Micky Dolenz,80,5ft 10,False
1085,Tate Donovan,62,5ft 11,False
1086,Roma Downey,65,5ft 4,False
1087,Fred Dryer,79,6ft 6,False
1088,Bill Duke,82,6ft 4,False
1089,Eminem,53,5ft 7,False
1090,Omar Epps,52,5ft 10,False
1091,Melissa Etheridge,64,5ft 2,False
1092,Peter Facinelli,52,5ft 10,False
1093,Edie Falco,62,5ft 5,False
1094,Joey Fatone,48,5ft 11,False
1095,David Faustino,51,5ft 2,False
1096,Angela Featherstone,60,5ft 5,False
1097,Oded Fehr,55,6ft 1,False
1098,Kim Fields,56,5ft 0,False
1099,Danielle Fishel,44,5ft 1,False
1100,Frances Fisher,73,5ft 3,False
1101,Joely Fisher,58,5ft 5,False
1102,Schuyler Fisk,43,5ft 4,False
1103,Scott Foley,53,6ft 1,False
1104,Faith Ford,61,5ft 7,False
1105,Ben Foster,45,5ft 8,False
1106,Jamie Foxx,58,5ft 9,False
1107,Kirk Franklin,55,5ft 4,False
1108,Jennifer Gareis,55,5ft 4,False
1109,Troy Garity,52,6ft 1,False
1110,Jennifer Garner,53,5ft 7,False
1111,Brad Garrett,65,6ft 8,False
1112,Boy George,64,5ft 11,False
1113,Sara Gilbert,50,5ft 1,False
1114,Peri Gilpin,64,5ft 7,False
1115,Adam Goldberg,55,5ft 11,False
1116,Bill Goldberg,59,6ft 2,False
1117,Samaria Graham,58,5ft 3,False
1118,Macy Gray,58,5ft 11,False
1119,Brian Austin Green,52,5ft 11,False
1120,Adrian Grenier,49,5ft 10,False
1121,David Alan Grier,69,6ft 1,False
1122,Kathy Griffin,65,5ft 2,False
1123,Deidre Hall,78,5ft 7,False
1124,Kirk Hammett,63,5ft 7,False
1125,Colin Hanks,48,6ft 1,False
1126,Alyson Hannigan,51,5ft 4,False
1127,Angie Harmon,53,5ft 9,False
1128,Hill Harper,59,5ft 7,False
1129,Desmond Harrington,49,5ft 11,False
1130,Emmylou Harris,78,5ft 5,False
1131,Mel Harris,69,5ft 8,False
1132,Steve Harris,60,5ft 11,False
1133,Melissa Joan Hart,49,5ft 1,False
1134,Shawn Hatosy,50,5ft 9,False
1135,Tony Hawk,57,6ft 3,False
1136,Sean Hayes,55,5ft 11,False
1137,Patricia Heaton,67,5ft 2,False
1138,Elaine Hendrix,55,5ft 8,False
1139,Laura Harring,61,5ft 5,False
1140,Faith Hill,58,5ft 8,True
1141,Lauryn Hill,50,5ft 2,False
1142,Susanna Hoffs,66,5ft,False
1143,Katie Holmes,47,5ft 9,False
1144,Evander Holyfield,63,6ft 1,False
1145,Josh Hopkins,55,6ft 1,False
1146,Djimon Hounsou,61,6ft 1,True
1147,Terrence Howard,56,6ft 0,False
1148,Traylor Howard,59,5ft 4,False
1149,Kelly Hu,57,5ft 4,False
1150,Kate Hudson,46,5ft 6,False
1151,Oliver Hudson,49,5ft 11,False
1152,Felicity Huffman,63,5ft 4,False
1153,Rachel Hunter,56,5ft 10,False
1154,Enrique Iglesias,50,6ft 1,False
1155,Laura Innes,68,5ft 4,False
1156,Joshua Jackson,47,6ft 1,False
1157,Thomas Jane,56,5ft 10,False
1158,Allison Janney,66,6ft 0,False
1159,Joan Jett,67,5ft 5,False
1160,Billy Joel,76,5ft 5,False
1161,Elton John,78,5ft 7,False
1162,Amy Jo Johnson,55,5ft 1,False
1163,Magic Johnson,66,6ft 7,False
1164,Kristen Johnston,58,6ft 0,False
1165,Grace Jones,77,5ft 8,False
1166,January Jones,47,5ft 6,False
1167,Tamala Jones,51,5ft 4,False
1168,Vinnie Jones,60,6ft 1,False
1169,Montell Jordan,57,6ft 8,False
1170,Stacy Keach,84,5ft 11,False
1171,Andrew Keegan,46,5ft 10,False
1172,Mary Page Keller,64,5ft 6,False
1173,Jamie Kennedy,55,6ft 0,False
1174,Joanna Kerns,72,5ft 8,False
1175,Regina King,54,5ft 3,False
1176,Alex Kingston,62,5ft 7,False
1177,Justin Kirk,56,5ft 11,False
1178,Chris Klein,46,6ft 1,False
1179,Heidi Klum,52,5ft 9,False
1180,Lindsay Hartley,47,5ft 2,False
1181,Jane Krakowski,57,5ft 4,False
1182,Diana Krall,61,5ft 7,False
1183,Lenny Kravitz,61,5ft 8,False
1184,Nick Lachey,52,5ft 9,False
1185,Ali Landry,52,5ft 8,False
1186,Wallace Langham,60,5ft 9,False
1187,Ali Larter,49,5ft 6,False
1188,Lucy Lawless,57,5ft 9,False
1189,Joey Lawrence,49,5ft 8,False
1190,Sharon Lawrence,64,5ft 5,False
1191,Jason Lee,55,6ft 1,False
1192,Tommy Lee,63,6ft 2,False
1193,Jane Leeves,64,5ft 9,False
1194,Kristin Lehman,53,5ft 6,False
1195,Annie Lennox,71,5ft 8,False
1196,Jay Leno,75,5ft 11,False
1197,Sugar Ray Leonard,69,5ft 9,False
1198,Lisa Leslie,53,6ft 4,False
1199,Delroy Lindo,73,6ft 3,False
1200,Tara Lipinski,43,5ft 1,False
1201,Jonathan Lipnicki,35,5ft 5,False
1202,Lucy Liu,57,5ft 1,False
1203,Eric Lloyd,39,5ft 9,False
1204,Jake Lloyd,36,5ft 5,False
1205,Sabrina Lloyd,55,5ft 2,False
1206,Lisa Loeb,57,5ft 2,False
1207,Lyle Lovett,68,5ft 11,False
1208,Chad Lowe,57,5ft 8,False
1209,Susan Lucci,79,5ft 1,False
1210,Jamie Luner,54,5ft 7,False
1211,Roma Maffia,67,5ft 10,False
1212,Ann Magnuson,69,5ft 4,False
1213,Bill Maher,69,5ft 8,False
1214,Wendie Malick,75,5ft 10,False
1215,Howie Mandel,70,5ft 9,False
1216,Camryn Manheim,64,5ft 9,False
1217,Barry Manilow,82,6ft 0,False
1218,Aimee Mann,65,5ft 9,False
1219,Leslie Mann,53,5ft 5,False
1220,Patricia Manterola,53,5ft 7,False
1221,Constance Marie,60,5ft 4,False
1222,Ziggy Marley,57,5ft 9,False
1223,James Marsden,52,5ft 9,False
1224,Jason Marsden,50,5ft,False
1225,Paula Marshall,61,5ft 6,False
1226,Kellie Martin,50,5ft 2,False
1227,Ricky Martin,54,5ft 11,False
1228,Danny Masterson,49,5ft 9,False
1229,Monet Mazur,49,5ft 8,False
1230,Martina McBride,59,5ft 2,False
1231,Paul McCartney,83,5ft 10,False
1232,Eric McCormack,62,5ft 9,False
1233,Mary McCormack,56,5ft 7,False
1234,Paul McCrane,64,5ft 6,False
1235,Kimberly McCullough,47,5ft 1,False
1236,James McDaniel,67,6ft 1,False
1237,Reba McEntire,70,5ft 6,False
1238,Mark McGrath,57,6ft 0,False
1239,Tim McGraw,58,5ft 10,False
1240,Danica McKellar,50,5ft 3,False
1241,Ian McKellen,86,5ft 11,False
1242,Brian McKnight,56,6ft 4,False
1243,Janet McTeer,64,6ft,False
1244,Tamara Mello,49,5ft 1,False
1245,Christopher Meloni,64,6ft 0,False
1246,Debra Messing,57,5ft 7,True
1247,Breckin Meyer,51,5ft 5,False
1248,Michael Michele,59,5ft 8,False
1249,Dash Mihok,51,6ft 3,False
1250,Izabella Miko,44,5ft 4,False
1251,Donna Mills,85,5ft 4,False
1252,Judson Mills,56,5ft 11,False
1253,Juliet Mills,84,5ft 2,False
1254,Beverley Mitchell,44,5ft 1,False
1255,Moby,60,5ft 7,False
1256,Ralf Moeller,66,6ft 5,False
1257,Shemar Moore,55,6ft 0,False
1258,Esai Morales,63,5ft 8,False
1259,Debbi Morgan,69,5ft 1,False
1260,Elisabeth Moss,43,5ft 2,False
1261,Tahj Mowry,39,5ft 4,False
1262,Bridget Moynahan,54,5ft 9,False
1263,Patrick Muldoon,57,6ft 2,False
1264,Megan Mullally,67,5ft 3,False
1265,Frankie Muniz,40,5ft 4,False
1266,Dave Navarro,58,5ft 8,True
1267,Elise Neal,59,5ft 3,False
1268,Kevin Nealon,72,6ft 4,False
1269,Willie Nelson,92,5ft 5,False
1270,Corin Nemec,54,6ft 0,False
1271,Thomas Ian Nicholas,45,5ft 6,False
1272,Alessandro Nivola,53,5ft 9,False
1273,Gena Lee Nolin,54,5ft 9,False
1274,Brandy Norwood,46,5ft 7,False
1275,Jack Noseworthy,61,5ft 7,False
1276,Jerry O'Connell,51,6ft 2,False
1277,Rosie O'Donnell,63,5ft 6,False
1278,Jodi Lyn O'Keefe,47,5ft 8,False
1279,Mike O'Malley,59,5ft 10,False
1280,Ozzy Osbourne,77,5ft 9,False
1281,Haley Joel Osment,37,5ft 4,False
1282,Donny Osmond,68,5ft 8,False
1283,Marie Osmond,66,5ft 4,False
1284,Master P,55,6ft 3,False
1285,Erik Palladino,57,5ft 10,False
1286,Paula Jai Parker,56,5ft 2,False
1287,Sarah Paulson,51,5ft 6,False
1288,Allen Payne,57,5ft 10,False
1289,Amanda Pays,66,5ft 6,False
1290,Austin Peck,54,6ft 2,False
1291,Piper Perabo,49,5ft 5,False
1292,Pauley Perrette,56,5ft 9,False
1293,Cassandra Peterson,74,5ft 5,False
1294,Busy Philipps,46,5ft 6,False
1295,Gina Philips,55,5ft 3,False
1296,Bijou Phillips,45,5ft 5,False
1297,Jeremy Piven,60,5ft 7,False
1298,Mary Kay Place,78,5ft 1,False
1299,Paulina Porizkova,60,5ft 9,False
1300,Monica Potter,54,5ft 7,False
1301,Keri Lynn Pratt,47,5ft 6,False
1302,Jaime Pressly,48,5ft 4,False
1303,Cassidy Rae,49,5ft 5,False
1304,Theresa Randle,61,5ft 4,False
1305,Kim Raver,56,5ft 7,False
1306,Peter Reckell,70,5ft 11,False
1307,Tara Reid,50,5ft 4,False
1308,Gloria Reuben,61,5ft 7,False
1309,Simon Rex,51,6ft 2,False
1310,Ryan Reynolds,49,6ft 2,False
1311,Caroline Rhea,61,5ft 8,False
1312,Nick Rhodes,63,5ft 7,False
1313,Busta Rhymes,53,6ft 1,False
1314,Alfonso Ribeiro,54,5ft 6,False
1315,Patricia Richardson,74,5ft 5,False
1316,Lionel Richie,76,5ft 11,False
1317,LeAnn Rimes,43,5ft 5,False
1318,Lisa Rinna,62,5ft 6,False
1319,Holly Robinson Peete,61,5ft 5,False
1320,Kid Rock,54,5ft 11,False
1321,Sam Rockwell,57,5ft 7,True
1322,Dennis Rodman,64,6ft 6,False
1323,Ray Romano,68,6ft 1,False
1324,Rebecca Romijn,53,5ft 10,False
1325,Charlotte Ross,57,5ft 3,False
1326,Diana Ross,81,5ft 4,False
1327,Marion Ross,97,5ft 4,False
1328,Victoria Rowell,66,5ft 5,False
1329,Keri Russell,49,5ft 4,False
1330,Kelly Rutherford,57,5ft 8,False
1331,Jeri Ryan,57,5ft 6,False
1332,Carlos Santana,78,5ft 9,False
1333,Ben Savage,45,5ft 8,False
1334,Jason Schwartzman,45,5ft 5,False
1335,Seann William Scott,49,5ft 11,False
1336,Katey Sagal,71,5ft 8,False
1337,Jane Seymour,74,5ft 3,False
1338,Shanice,52,5ft 4,False
1339,Vinessa Shaw,49,5ft 6,False
1340,Lin Shaye,82,5ft 3,False
1341,Marley Shelton,51,5ft 5,False
1342,Hilary Shepard,66,5ft 8,False
