,name,age,height,short-age
4557,Alison Sweeney,49,5ft 5,False
4558,Claire Sweeney,54,5ft 8,False
4559,Jodie Sweetin,43,5ft 5,False
4560,Tilda Swinton,65,5ft 10,False
4561,Meera Syal,64,5ft 4,False
4562,Melanie Sykes,55,5ft 8,False
4563,Wanda Sykes,61,5ft 1,False
4564,Saïd Taghmaoui,52,5ft 5,False
4565,Oleg Taktarov,58,5ft 11,False
4566,Michael Talbott,70,6ft 1,False
4567,Patricia Tallman,68,5ft 8,False
4568,Amber Tamblyn,42,5ft 6,False
4569,Russ Tamblyn,91,5ft 9,False
4570,Eriko Tamura,52,5ft 3,False
4571,Libby Tanner,55,5ft 2,False
4572,Amanda Tapping,60,5ft 8,False
4573,Molly Tarlov,39,5ft 8,False
4574,Chris Tarrant,79,6ft 2,False
4575,Catherine Tate,56,5ft 6,True
4576,Audrey Tautou,49,5ft 3,False
4577,Gillian Taylforth,70,5ft 5,False
4578,Andy Taylor,64,5ft 6,False
4579,Christine Taylor,54,5ft 5,False
4580,Corey Taylor,52,5ft 7,False
4581,Georgia Taylor,45,5ft 5,False
4582,Holland Taylor,82,5ft 4,False
4583,James Taylor,77,6ft 3,False
4584,James Arnold Taylor,56,5ft 4,False
4585,Jennifer Taylor,69,5ft 8,False
4586,John Taylor,65,6ft 1,False
4587,Lawrence Taylor,66,6ft 2,False
4588,Noah Taylor,56,5ft 7,False
4589,Robert Taylor,62,6ft 2,True
4590,Roger Taylor,65,5ft 9,False
4591,Hannah Taylor Gordon,38,5ft 8,False
4592,Natassia Malthe,51,5ft 5,False
4593,Owen Teale,64,6ft 2,False
4594,Lew Temple,58,5ft 7,False
4595,Rune Temte,60,6ft 3,False
4596,David Tennant,54,6ft,False
4597,Neil Tennant,71,5ft 10,False
4598,Jon Tenney,64,6ft,False
4599,Lee Tergesen,60,5ft 10,False
4600,John Terry,75,6ft 1,False
4601,Deborah Theaker,61,5ft 10,False
4602,Jamie Theakston,55,6ft 4,False
4603,Iqbal Theba,62,5ft 8,False
4604,Justin Theroux,54,5ft 9,False
4605,Ashley Thomas,40,5ft 10,False
4606,Eddie Kaye Thomas,45,5ft 11,False
4607,Isiah Thomas,64,6ft 0,False
4608,Philip Michael Thomas,76,5ft 9,False
4609,Rob Thomas,53,5ft 8,False
4610,Ryan Thomas,41,5ft 8,False
4611,Tim Thomerson,79,5ft 11,False
4612,Brian Thompson,66,6ft 2,False
4613,Derek Thompson,77,5ft 8,False
4614,Kenan Thompson,47,5ft 8,False
4615,Sara Thompson,30,5ft 2,False
4616,Sophie Thompson,63,5ft 4,False
4617,Susanna Thompson,67,5ft 7,False
4618,Ulrich Thomsen,62,5ft 9,False
4619,John Thomson,56,5ft 7,False
4620,John Thomson,72,5ft 7,False
4621,Callie Thorne,56,5ft 2,False
4622,Kate Thornton,52,5ft 6,False
4623,Linda Thorson,78,5ft 8,False
4624,David Threlfall,72,6ft,False
4625,Cheryl Tiegs,78,5ft 11,False
4626,Tiffany,54,5ft 4,True
4627,Tiffany,42,5ft 4,False
4628,Cali Timmins,62,5ft 7,False
4629,Jeff Timmons,52,5ft 7,False
4630,Christopher Timothy,85,5ft 9,False
4631,Ashley Tisdale,40,5ft 2,False
4632,Noa Tishby,50,5ft 6,False
4633,Alan Titchmarsh,76,5ft 8,False
4634,Stephen Tobolowsky,74,6ft 2,False
4635,Gina Tognoni,52,5ft 5,False
4636,Kara Tointon,42,5ft 4,False
4637,Sandi Toksvig,67,5ft 0,False
4638,James Tolkan,94,5ft 5,False
4639,Ricky Tomlinson,86,5ft 8,False
4640,Angel Tompkins,83,5ft 7,False
4641,Stephen Tompkinson,60,6ft 1,False
4642,James Toney,57,5ft 9,False
4643,Ingrid Torrance,56,5ft 6,True
4644,Pip Torrens,65,6ft 0,False
4645,Gina Torres,56,5ft 10,False
4646,Joe Torry,60,5ft 8,False
4647,Beth Toussaint,63,5ft 4,False
4648,Steve Toussaint,60,6ft 3,False
4649,Russell Tovey,44,5ft 9,False
4650,Pete Townshend,80,5ft 11,False
4651,Stuart Townsend,53,5ft 10,False
4652,Faye Tozer,50,5ft 6,False
4653,Ian Tracey,61,5ft 5,False
4654,Sam Trammell,56,5ft 8,False
4655,Gloria Trevi,57,5ft 5,False
4656,Paula Trickey,59,5ft 7,False
4657,Connor Trinneer,56,5ft 11,False
4658,Judi Trott,63,5ft 7,False
4659,Justin Trudeau,54,6ft 1,False
4660,Rachel True,59,5ft 2,False
4661,Raoul Max Trujillo,70,5ft 11,False
4662,Donald Trump,79,6ft 2,False
4663,Eric Tsang,72,5ft 1,False
4664,Brett Tucker,53,6ft 1,False
4665,Tony Tucker,67,6ft 4,False
4666,Alan Tudyk,54,5ft 11,False
4667,Susan Tully,58,5ft 3,False
4668,Tommy Tune,86,6ft 6,False
4669,Tamara Tunie,66,5ft 8,False
4670,Paige Turco,60,5ft 4,False
4671,Ann Turkel,79,5ft 10,False
4672,Christy Turlington,56,5ft 10,False
4673,Anthea Turner,65,5ft 6,False
4674,Bree Turner,48,5ft 7,False
4675,Guinevere Turner,57,5ft 2,False
4676,Aida Turturro,63,5ft 4,False
4677,Nicholas Turturro,63,5ft 7,False
4678,Rita Tushingham,83,5ft 1,False
4679,Tyrese Gibson,47,5ft 10,False
4680,Holly Valance,42,5ft 7,False
4681,James Valentine,95,6ft 2,False
4682,Karen Valentine,78,5ft 2,False
4683,Frankie Valli,91,5ft 4,False
4684,Emily VanCamp,39,5ft 8,False
4685,Rob Van Dam,55,5ft 11,False
4686,Trish Van Devere,84,5ft 4,False
4687,Mamie Van Doren,94,5ft 4,False
4688,Barry Van Dyke,74,6ft,False
4689,Brian Van Holt,56,6ft 1,False
4690,Merete Van Kamp,64,5ft 7,False
4691,Denise Van Outen,51,5ft 6,False
4692,Nina van Pallandt,93,5ft 6,False
4693,Vincent Van Patten,68,5ft 9,False
4694,Alan Van Sprang,54,5ft 11,False
4695,Karine Vanasse,42,5ft 6,False
4696,Chris Vance,54,5ft 9,False
4697,Lisa Vanderpump,65,5ft 5,False
4698,Rupert Vansittart,67,6ft 1,False
4699,Nia Vardalos,63,5ft 6,False
4700,Jacob Vargas,54,5ft 4,True
4701,Indira Varma,52,5ft 7,False
4702,Michael Vartan,57,5ft 11,False
4703,Liz Vassey,53,5ft 8,False
4704,Robert Vaughn,148,5ft 9,False
4705,Emmanuelle Vaugier,49,5ft 6,False
4706,Eddie Vedder,61,5ft 6,False
4707,Makenzie Vega,31,5ft 4,False
4708,Paz Vega,49,5ft 6,False
4709,Suzanne Vega,66,5ft 6,False
4710,Johnny Vegas,54,5ft 7,False
4711,Patricia Velasquez,54,5ft 8,False
4712,Alicia Arden,56,5ft 4,False
4713,Diane Venora,73,5ft 5,False
4714,Milo Ventimiglia,48,5ft 8,False
4715,Maribel Verdú,55,5ft 5,True
4716,Kaili Vernoff,55,5ft 10,False
4717,Kate Vernon,64,5ft 7,False
4718,Cec Verrell,67,5ft 6,False
4719,Christina Vidal,44,5ft 2,False
4720,Gillian Vigman,53,5ft 5,False
4721,Pruitt Taylor Vince,65,5ft 9,False
4722,Tim Vincent,53,6ft 0,False
4723,Jeremy Vine,60,6ft 2,False
4724,Caitlin Wachs,36,5ft 6,False
4725,Justine Waddell,50,5ft 8,False
4726,Steven Waddington,57,6ft 1,False
4727,Nina Wadia,57,5ft 2,False
4728,Yorick van Wageningen,61,6ft 1,True
4729,Jack Wagner,66,5ft 11,False
4730,Kristina Wagner,63,5ft 5,False
4731,Lindsay Wagner,76,5ft 9,False
4732,Martha Wainwright,49,5ft 8,False
4733,Rufus Wainwright,52,5ft 11,False
4734,Liam Waite,54,6ft 2,False
4735,Rick Wakeman,76,6ft 2,False
4736,Wale,41,5ft 7,False
4737,Sonya Walger,51,5ft 6,False
4738,Benjamin Walker,43,6ft 2,False
4739,Eamonn Walker,63,6ft 0,False
4740,Marcy Walker,64,5ft 8,False
4741,Nicola Walker,55,5ft 3,False
4742,Polly Walker,59,5ft 6,False
4743,Rudolph Walker,86,5ft 9,False
4744,Alex Walkinshaw,51,6ft 0,False
4745,Jessie Wallace,54,5ft 1,False
4746,Julie T. Wallace,64,5ft 11,False
4747,Dee Wallace,77,5ft 4,False
4748,David Walliams,54,6ft 2,False
4749,Bradley Walsh,65,5ft 8,False
4750,Brigid Brannagh,53,5ft 3,True
4751,Dylan Walsh,62,5ft 10,False
4752,Kimberley Walsh,44,5ft 5,False
4753,Leeanna Walsman,46,5ft 6,False
4754,Harriet Walter,75,5ft 7,False
4755,Ashley Walters,43,5ft 7,False
4756,Julie Walters,75,5ft 3,False
4757,Stephen Walters,50,5ft 8,False
4758,Susan Walters,62,5ft 6,False
4759,Anna Walton,45,5ft 11,False
4760,Jess Walton,79,5ft 7,False
4761,Christoph Waltz,69,5ft 7,False
4762,Zoë Wanamaker,76,5ft 3,False
4763,Garrett Wang,57,5ft 10,False
4764,Faye Wong,56,5ft 7,False
4765,Leehom Wang,49,5ft 10,False
4766,Patrick Warburton,61,6ft 2,False
4767,Burt Ward,80,5ft 7,False
4768,Lalla Ward,74,5ft 5,False
4769,Megan Ward,56,5ft 5,False
4770,Susan Ward,49,5ft 4,False
4771,Zack Ward,55,5ft 9,False
4772,Rick Warden,54,5ft 5,False
4773,Stephanie Waring,47,5ft 1,False
4774,Billy Warlock,64,5ft 5,False
4775,Amelia Warner,43,5ft 6,False
4776,Kiersten Warren,60,5ft 5,False
4777,Marc Warren,58,5ft 8,True
4778,Michael Warren,79,5ft 11,False
4779,Don Warrington,73,5ft 10,False
4780,Isaiah Washington,62,6ft 1,False
4781,John David Washington,41,5ft 9,False
4782,Kerry Washington,48,5ft 4,False
4783,Ed Wasser,61,5ft 9,False
4784,Craig Wasson,71,5ft 8,False
4785,Gedde Watanabe,70,5ft 7,False
4786,Ken Watanabe,66,6ft,False
4787,Matthew Waterhouse,64,5ft 5,False
4788,Hannah Waterman,50,5ft 2,False
4789,John Waters,77,6ft 1,False
4790,James Waterston,56,6ft 3,False
4791,Jason Watkins,59,5ft 6,False
4792,Tuc Watkins,59,6ft 2,False
4793,Leonor Watling,50,5ft 5,False
4794,Cynthia Watros,57,5ft 7,True
4795,Emma Watson,35,5ft 4,False
4796,Jonathan Watson,68,5ft 4,False
4797,Naomi Watts,57,5ft 4,False
4798,Ruby Wax,72,5ft 2,False
4799,Tony Way,47,5ft 10,False
4800,Shawn Wayans,54,6ft 1,False
4801,Kristina Wayborn,75,5ft 8,False
4802,Jamie Waylett,36,6ft,False
4803,Patrick Wayne,86,6ft 1,False
4804,Michael Weatherly,57,6ft 1,False
4805,Shawn Weatherly,66,5ft 7,False
4806,Jacki Weaver,78,4ft 11,False
4807,Hugo Weaving,65,6ft 2,False
4808,Chloe Webb,69,5ft 3,False
4809,Danny Webb,67,5ft 6,False
4810,Robert Webb,53,5ft 10,False
4811,Spud Webb,62,5ft 5,False
4812,Mark Webber,45,5ft 11,False
4813,Charlie Weber,47,5ft 9,False
4814,Jake Weber,62,6ft 1,False
4815,Gary Webster,61,5ft 10,False
4816,Nick Wechsler,47,5ft 6,False
4817,Honeysuckle Weeks,46,5ft 5,False
4818,Perdita Weeks,40,5ft 4,False
4819,Robin Weigert,56,5ft 8,False
4820,Liza Weil,48,5ft 2,False
4821,Arabella Weir,68,5ft 4,False
4822,Stephnie Weir,58,5ft 5,False
4823,Denise Welch,67,5ft 4,False
4824,Michael Welch,38,5ft 8,False
4825,Paul Weller,67,5ft 10,False
4826,Tom Welling,48,6ft 2,False
4827,Titus Welliver,63,5ft 10,False
4828,Claudia Wells,59,5ft 3,False
4829,Dolly Wells,54,5ft 10,False
4830,Vernon Wells,80,5ft 11,False
4831,David Wenham,60,5ft 10,False
4832,Billy West,73,5ft 4,False
4833,Chandra West,55,5ft 5,True
4834,Dominic West,56,6ft 0,False
4835,Madeleine West,46,5ft 5,False
4836,Maura West,53,5ft 3,True
4837,Samuel West,59,5ft 11,False
4838,Shane West,47,5ft 11,False
4839,Danniella Westbrook,52,5ft 4,False
4840,Travis Wester,48,5ft 8,False
4841,Virginia Wetherell,82,5ft 5,False
4842,Patricia Wettig,74,5ft 4,False
4843,Merritt Wever,45,5ft 4,False
4844,Justin Whalin,51,5ft 7,False
4845,Kevin Whately,74,5ft 11,False
4846,Rebecca Wheatley,60,5ft 11,False
4847,Thomas Wheatley,74,6ft 1,False
4848,Maggie Wheeler,66,5ft 4,False
4849,Nicola Wheeler,51,5ft 2,False
4850,Lisa Whelchel,62,5ft 3,False
4851,Deryck Whibley,45,5ft 4,False
4852,Shea Whigham,56,5ft 8,False
4853,Jo Whiley,60,5ft 6,False
4854,Shannon Whirry,61,5ft 7,False
4855,Ben Whishaw,45,5ft 9,False
4856,Dana White,95,5ft 10,False
4857,Jack White,85,6ft 1,False
4858,Jaleel White,49,5ft 9,False
4859,Jimmy White,63,5ft 8,False
4860,Julie White,64,5ft 7,False
4861,Michael Jai White,58,6ft,False
4862,Paul Whitehouse,67,5ft 8,False
4863,Charles Malik Whitfield,53,6ft 0,False
4864,Bradley Whitford,66,5ft 10,False
4865,Mae Whitman,37,5ft,False
4866,Larry Wilcox,78,5ft 10,False
4867,Paula Wilcox,76,5ft 3,False
4868,Kim Wilde,65,5ft 5,False
4869,Michael Shamus Wiles,70,6ft 3,False
4870,Adrienne Wilkinson,48,5ft 5,False
4871,Walt Willey,74,6ft 3,False
4872,Anson Williams,76,5ft 10,False
4873,Barry Williams,71,5ft 10,False
4874,Caroline Williams,68,5ft 6,False
4875,Cress Williams,55,6ft 4,False
4876,Evan Williams,40,5ft 9,False
4877,Jesse Williams,44,6ft 0,False
4878,John Williams,56,6ft 1,False
4879,Lia Williams,61,5ft 5,False
4880,Malinda Williams,55,5ft 2,False
4881,Mark Williams,66,6ft 0,False
4882,Michelle Williams,45,5ft 3,False
4883,Michelle Williams,46,5ft 3,False
4884,Montel Williams,69,5ft 11,False
4885,Olivia Williams,57,5ft 8,False
4886,Paul Williams,82,5ft 2,False
4887,Paul Williams,85,5ft 2,False
4888,Paul Williams,61,5ft 2,False
4889,Sian Williams,61,5ft 2,False
4890,Simon Williams,79,6ft 3,False
4891,Steven Williams,76,6ft 1,False
4892,Todd Williams,48,5ft 11,False
4893,Wade Williams,64,5ft 11,False
4894,Zelda Williams,36,5ft 3,False
4895,Mykelti Williamson,68,6ft 2,False
4896,Alicia Leigh Willis,47,5ft 4,False
4897,Katherine Willis,54,5ft 6,False
4898,Rumer Willis,37,5ft 6,False
4899,Anneke Wills,84,5ft 6,False
4900,Emma Willis,47,5ft 7,False
4901,Chandra Wilson,56,5ft 0,False
4902,Debra Wilson,63,5ft 5,False
4903,Lambert Wilson,67,6ft 2,False
4904,Mara Wilson,38,5ft,False
4905,Patrick Wilson,52,5ft 11,False
4906,Peta Wilson,55,5ft 9,False
4907,Rainn Wilson,59,6ft 1,False
4908,Richard Wilson,89,5ft 10,False
4909,Richard Wilson,41,5ft 10,False
4910,Sheree J. Wilson,67,5ft 6,False
4911,Stuart Wilson,79,6ft 0,False
4912,Torrie Wilson,50,5ft 8,False
4913,Penelope Wilton,79,5ft 7,False
4914,Philip Winchester,44,6ft 1,False
4915,Mark Wing-Davey,77,6ft 3,False
4916,Peter Wingfield,63,5ft 11,False
4917,Claudia Winkleman,53,5ft 4,False
4918,Michael Winslow,67,5ft 11,False
4919,Mary Elizabeth Winstead,41,5ft 8,False
4920,Ray Winstone,68,5ft 9,False
4921,Alex Winter,60,5ft 7,False
4922,Eric Winter,49,6ft 1,False
4923,Dean Winters,61,6ft 0,False
4924,Sandy Winton,55,6ft 1,False
4925,Robert Wisdom,72,6ft 1,False
4926,Tom Wisdom,52,6ft 2,False
4927,Greg Wise,59,6ft 1,False
4928,Ray Wise,78,5ft 9,False
4929,Andreas Wisniewski,66,6ft 3,False
4930,Tom Wlaschiha,52,6ft,False
4931,Scott Wolf,57,5ft 7,True
4932,Sherilyn Wolter,74,5ft 6,False
4933,Benedict Wong,55,5ft 10,False
4934,Carter Wong,78,5ft 7,False
4935,Fann Wong,54,5ft 7,False
4936,Evan Rachel Wood,38,5ft 6,False
4937,Jake Wood,53,5ft 9,False
4938,Lana Wood,79,5ft 2,False
4939,Bokeem Woodbine,52,5ft 11,False
4940,Shailene Woodley,34,5ft 7,False
4941,Joanne Woodward,95,5ft 4,False
4942,Adam Woodyatt,57,5ft 9,False
4943,Gordon Michael Woolvett,55,5ft 5,True
4944,Tom Wopat,74,6ft 0,False
4945,Shanelle Gray,47,5ft 0,False
4946,Jo Anne Worley,88,5ft 8,False
4947,Antony Worrall Thompson,74,5ft 7,False
4948,Helen Worth,74,5ft 1,False
4949,Trisha Yearwood,61,5ft 8,False
4950,Donnie Yen,62,5ft 6,False
4951,Malik Yoba,58,6ft 1,False
4952,Thom Yorke,57,5ft 5,False
4953,Angus Young,70,5ft 2,False
4954,Bellamy Young,55,5ft 7,False
4955,Chris Young,54,6ft 2,False
4956,Chris Young,47,6ft 2,False
4957,Kirsty Young,57,5ft 7,True
4958,Neil Young,80,6ft 0,False
4959,Neil Young,65,6ft 0,False
4960,Paul Young,81,6ft 1,False
4961,Paul Young,69,6ft 1,False
4962,Odette Annable,40,5ft 8,False
4963,Paula Zahn,69,5ft 9,False
4964,David Zayas,63,5ft 10,False
4965,Natalie Zea,50,5ft 5,False
4966,Kevin Zegers,41,5ft 8,False
4967,Colleen Zenk,72,5ft 4,False
4968,Ziyi Zhang,46,5ft 4,False
4969,Wei Zhao,49,5ft 5,False
4970,Zico,72,5ft 7,False
4971,Nikki Ziering,54,5ft 8,False
4972,Madeline Zima,40,5ft 8,False
4973,Yvonne Zima,36,5ft 8,False
4974,Constance Zimmer,55,5ft 1,False
4975,Ólafur Darri Ólafsson,52,6ft 3,False
4976,Lyndsy Fonseca,38,5ft 4,False
4977,Bryce Hodgson,36,5ft 7,False
4978,James Phelps,39,6ft 2,False
4979,Oliver Phelps,39,6ft 2,False
4980,Sally Lindsay,52,5ft 4,False
4981,John Schneider,63,6ft 3,True
4982,Jane Goldman,55,5ft 5,True
4983,Adam Campbell,45,5ft 7,False
4984,Kian Egan,45,5ft 8,False
4985,Shane Filan,46,5ft 7,False
4986,Willa Ford,44,5ft 6,False
4987,Harry Redknapp,78,5ft 11,False
4988,Nicole Scherzinger,47,5ft 5,False
4989,Brian McFadden,45,6ft 1,False
4990,Bill O'Reilly,76,6ft 4,False
4991,Craig Parkinson,49,6ft 4,False
4992,Tiger Woods,50,6ft 0,False
4993,Luke Benward,30,6ft 2,False
4994,Neil Hannon,55,5ft 7,False
4995,Billie Jean King,82,5ft 4,False
4996,Morrissey,66,5ft 10,False
4997,Brian Wilson,60,6ft 2,False
4998,Tamsin Egerton,37,5ft 10,False
4999,Tim Vine,58,6ft 2,False
5000,Jason Thompson,49,6ft 1,False
5001,Daniel Mays,47,6ft 1,False
5002,Danny Wallace,49,6ft,False
5003,Mike Erwin,47,5ft 10,False
5004,Mahershala Ali,51,6ft 1,False
5005,Nigella Lawson,65,5ft 7,False
5006,Eric Fleming,53,6ft 3,False
5007,Steve Howey,48,6ft 3,False
5008,Adriana Lima,44,5ft 10,False
5009,Danny Pino,51,5ft 11,False
5010,Ben Price,53,5ft 11,False
5011,Alicia Banit,35,5ft 3,False
5012,Arisa Cox,47,5ft 5,False
5013,Kat Dennings,39,5ft 2,False
5014,Shaun Robinson,63,5ft 6,False
5015,Paula Pell,62,5ft 1,False
5016,Alistair Appleton,55,6ft 1,False
5017,Common,53,6ft 0,False
5018,Kerry Godliman,52,5ft 2,True
5019,Heather McDonald,55,5ft 9,False
5020,Shoshannah Stern,45,5ft 2,False
5021,Jerry Trainor,48,6ft 2,False
5022,Maria Taylor,49,6ft 1,False
5023,Alison Moyet,64,5ft 10,False
5024,Bobby George,80,6ft 1,False
5025,Lewis Capaldi,29,5ft 9,False
5026,Brennan Brown,57,5ft 10,False
5027,Sisi Stringer,28,5ft 1,False
5028,Phil Foden,25,5ft 7,False
5029,Liz Phair,58,5ft 2,False
5030,Pooja Shah,46,5ft 4,False
5031,Jim Kerr,66,5ft 9,False
5032,Nicholas Braun,37,6ft 6,False
5033,Dominic Cooper,47,5ft 9,False
5034,Jessica Alexander,52,5ft 6,False
5035,Jennifer Hedger,50,5ft 10,False
5036,Beetlejuice,57,4ft 3,False
5037,Alana De La Garza,49,5ft 7,False
5038,Sharon Duncan-Brewster,49,5ft 5,False
5039,Lennon Parham,50,5ft 7,False
5040,Andrea McLean,56,5ft 7,False
5041,Alex Pereira,38,6ft 4,False
5042,Kate Garraway,58,5ft 2,False
5043,Shelley King,70,5ft 3,False
5044,Emma Laird,27,5ft 7,False
5045,Alicia Keys,44,5ft 5,False
5046,Joe Armstrong,47,5ft 10,False
5047,Jarvis Cocker,62,6ft 2,True
5048,Jay Kay,56,5ft 8,False
5049,Ashley Scott,48,5ft 7,False
5050,Dax Shepard,50,6ft 2,False
5051,Anthony Edwards,24,6ft 2,False
5052,Danny Griffin,28,6ft 1,False
5053,Benji Madden,46,5ft 5,False
5054,James Dean Bradfield,56,5ft 5,False
5055,Joel Madden,46,5ft 7,False
5056,Miriam McDonald,38,5ft 6,False
5057,Meaghan Rath,39,5ft 5,False
5058,Kristen Renton,43,5ft 7,False
5059,Cassie Steele,36,5ft 2,False
5060,Mark Williams,47,6ft 0,False
5061,Emma Corrin,30,5ft 7,False
5062,Michael Carter,105,6ft 3,False
5063,Michael Ealy,52,5ft 10,False
5064,Drake,39,5ft 11,False
5065,Suranne Jones,47,5ft 8,False
5066,Charlotte Lawrence,25,5ft 8,False
5067,Jenni Baird,49,5ft 6,False
5068,Helen Fospero,59,5ft 5,False
5069,Clara Wilsey,28,5ft 6,False
5070,Olivia Swann,33,5ft 10,False
5071,Rachel Grant,48,5ft 6,False
5072,Leighton Meester,39,5ft 4,False
5073,Nikki Sixx,67,5ft 11,False
5074,Corey Stoll,49,6ft 1,False
5075,Donatella Versace,70,5ft 2,False
5076,Bobby Brown,61,5ft 10,False
5077,Mick Mars,74,5ft 8,False
5078,Juno Temple,36,5ft 2,False
5079,Steven Robertson,45,5ft 8,False
5080,Audrey Marie Anderson,50,5ft 6,False
5081,Ato Essandoh,53,6ft 3,False
5082,Tammy Pescatelli,56,5ft 4,False
5083,Freya Ridings,31,5ft 11,False
5084,Sammy Winward,40,5ft 5,False
5085,Emma Williams,42,5ft 6,False
5086,Sala Baker,49,6ft 1,False
5087,Alexandra Breckenridge,43,5ft 6,False
5088,Julia Rehwald,30,5ft,False
5089,Sally Hawkins,49,5ft 2,False
5090,Sarah Clarke,54,5ft 4,True
5091,Jessica Sutta,43,5ft 4,False
5092,Sam Witwer,48,5ft 11,False
5093,Liz White,46,5ft 7,False
5094,Aimee Lou Wood,31,5ft 6,False
5095,Quincy Taylor,56,6ft 3,False
5096,Kelly Carlson,49,5ft 5,False
5097,Petra Nemcova,46,5ft 10,False
5098,Jenny Wade,45,5ft 6,False
5099,Ambyr Childers,37,5ft 3,False
5100,Julie Ann Emery,50,5ft 4,False
5101,Ava Max,31,5ft 1,False
5102,John Krasinski,46,6ft 2,False
5103,Seth Meyers,52,5ft 11,False
5104,Alex Roe,35,6ft,False
5105,Aaron Carter,45,5ft 8,False
5106,Melissa Archer,46,5ft 4,False
5107,Samaire Armstrong,45,5ft 3,False
5108,Julian Barratt,57,6ft 2,False
5109,Marieh Delfino,48,5ft 4,False
5110,Nabil Elouahabi,50,5ft 6,False
5111,Michael Beck,58,5ft 11,False
5112,Lou Llobell,30,5ft 2,False
5113,Autumn Reeser,45,5ft 3,False
5114,Evan Evagora,29,6ft 1,False
5115,Pablo Schreiber,47,6ft 4,False
5116,Kelly Jones,51,5ft 5,False
5117,Mike Smith,53,5ft 9,False
5118,Michael Jackson,55,5ft 9,False
5119,Bryan Greenberg,47,5ft 11,False
5120,Karla Sofía Gascón,53,5ft 9,False
5121,Hannah Brown,31,5ft 6,False
5122,Derek Luke,51,5ft 11,False
5123,Shaun Sipos,44,5ft 8,False
5124,Greta Thunberg,22,4ft 10,False
5125,Candice Michelle,47,5ft 4,False
5126,Brooke Burke,54,5ft 5,False
5127,Carol Kirkwood,63,5ft 7,False
5128,Josie Maran,47,5ft 7,False
5129,Coi Leray,28,5ft 4,False
5130,Rachel Zegler,24,5ft 2,False
5131,Jenna Haze,43,5ft 2,False
5132,Brandon T. Jackson,41,5ft 7,False
5133,Milauna Jackson,49,5ft 5,False
5134,Natasha Kaplinsky,53,5ft 4,False
5135,Julia Mallam,43,5ft 8,False
5136,Laurel Marsden,24,5ft 6,False
5137,Scott Stapp,52,5ft 9,False
5138,Alex Reid,50,5ft 7,False
5139,La La Anthony,42,5ft 5,False
5140,Kelly Harrison,45,5ft 9,False
5141,Martina Laird,54,5ft 7,False
5142,Danna Paola,30,5ft 3,False
5143,Alexa Vega,37,5ft 1,False
5144,Naomi J. Ogawa,29,5ft 4,False
5145,Malia Baker,19,5ft 3,False
5146,Rachel McAdams,47,5ft 4,False
5147,Bugzy Malone,35,5ft 11,False
5148,Ronaldo,49,5ft 11,False
5149,Marko Zaror,47,6ft 1,False
5150,Luke Ford,44,6ft 2,False
5151,Susanna Reid,55,5ft 3,False
5152,Robert Reich,79,4ft 10,False
5153,Susan Tully,69,5ft 3,False
5154,Anastacia,57,5ft 2,False
5155,Gyles Brandreth,77,5ft 10,False
5156,Jean Yoon,63,5ft,False
5157,Chris Fountain,38,5ft 8,False
5158,Katie Aselton,47,5ft 6,False
5159,Rie Rasmussen,49,5ft 10,False
5160,Spike Fearn,25,5ft 8,False
5161,Nina Persson,51,5ft 7,False
5162,Geoff Bell,62,5ft 11,False
5163,Emma Chamberlain,24,5ft 4,False
5164,Mark Ronson,50,6ft,False
5165,Laura Tobin,44,5ft 3,False
5166,Roddy Ricch,27,5ft 4,False
5167,Rhys Darby,51,5ft 10,False
5168,Missy Elliott,54,5ft 1,False
5169,Michael Fassbender,48,5ft 10,False
5170,Jamie Redknapp,52,6ft,False
5171,Trina,51,5ft 2,False
5172,Prince Harry,41,6ft 1,False
5173,Joe Cole,44,5ft 10,False
5174,Jamie Anne Allman,48,5ft 6,False
5175,John Oliver,48,5ft 11,False
5176,Jessica Reynolds,27,5ft 1,False
5177,Hopsin,40,5ft 10,False
5178,Lee Mack,57,5ft 11,False
5179,Jonathan Togo,48,5ft 9,False
5180,Paige Davis,56,5ft 7,False
5181,Leanne Wilson,45,5ft 2,False
5182,Zoë Bell,47,5ft 8,False
5183,Jonathan Bennett,44,6ft 2,False
5184,Danielle C. Ryan,32,5ft 2,False
5185,Lando Norris,26,5ft 9,False
5186,Suge Knight,60,6ft 2,False
5187,Gabby Logan,52,5ft 8,False
5188,Scoot McNairy,48,5ft 8,False
5189,Richie Sambora,66,5ft 11,False
5190,Dale Earnhardt Jr.,51,5ft 10,False
5191,Nikka Costa,53,5ft 2,False
5192,Liz McClarnon,44,5ft 7,False
5193,Lil Nas X,26,6ft 1,False
5194,Kathryn Hahn,52,5ft 5,False
5195,Steve Harris,69,5ft 11,False
5196,Craig Roberts,34,5ft 5,False
5197,Andrew Scott,58,5ft 8,True
5198,Declan Rice,26,6ft 2,False
5199,America Ferrera,41,5ft 0,False
5200,Juliana Hatfield,58,5ft 7,False
5201,Tricia Helfer,51,5ft 10,False
5202,Stana Katic,47,5ft 9,False
5203,Danny O'Donoghue,45,6ft 3,False
5204,Scott Lawrence,45,6ft 0,False
5205,Rebecca Grant,57,5ft 2,False
5206,Kerry Katona,45,5ft 2,False
5207,Gilbert O'Sullivan,79,5ft 9,False
5208,Mini Anden,47,5ft 10,False
5209,Genevieve Buechner,34,5ft 6,False
5210,Leo Woodall,29,5ft 11,False
5211,Emma Lahana,41,5ft 2,False
